id,category,page,prompt
traffic_law_truefalse-047,traffic_law_truefalse,4,駕駛人駕車疏忽致人死傷，須負刑事、民事、行政之責任者， 不可認為「坐牢不賠錢，賠錢不坐牢」。
traffic_law_truefalse-048,traffic_law_truefalse,4,駕駛人因開車疏忽致人死傷，在法律上除了要負刑事責任外，還須負民事賠償責任。
traffic_law_truefalse-054,traffic_law_truefalse,4,高速行駛時，駕駛人的視線自然易於忽略兩側及近前之事物，因此駕駛人應提高警覺、擴大視野並避免超速。
traffic_law_truefalse-057,traffic_law_truefalse,4,汽車行駛於隧道內，不得從車內向外拋擲物品。
traffic_law_truefalse-058,traffic_law_truefalse,4,汽車行駛於隧道內，禁止任意變換車道。
traffic_law_truefalse-070,traffic_law_truefalse,5,裝載容易滲漏、飛散或有惡臭氣味之貨物，能防止其發洩者，應嚴密封固並有適當之裝置。
traffic_law_truefalse-073,traffic_law_truefalse,5,汽車不得有車身破損、鬆動或車門不能關閉的情形。
traffic_law_truefalse-074,traffic_law_truefalse,5,汽車非經公路監理機關核准，不得擅自附掛拖車行駛。
traffic_law_truefalse-075,traffic_law_truefalse,5,加強道路交通管理，維護交通秩序，是確保交通安全之要務。
traffic_law_truefalse-076,traffic_law_truefalse,5,標誌是指管制道路交通，表示警告、禁制、指示，而在路面上勘劃之線條或文字。
traffic_law_truefalse-080,traffic_law_truefalse,5,汽車在同一車道行駛時，後車駕駛人須隨時注意前車之動向，並應與前車保持隨時可以煞停之距離。
traffic_law_truefalse-082,traffic_law_truefalse,6,特種車除因其專門用途使用時必須附載之人員物品外，不得用以裝載客貨行駛。
traffic_law_truefalse-085,traffic_law_truefalse,6,裝載貨物，應捆紮牢固，堆放平穩。
traffic_law_truefalse-090,traffic_law_truefalse,6,在開車前，不必檢查機件，以免耽誤行車時間。
traffic_law_truefalse-091,traffic_law_truefalse,6,汽車喇叭音量不可過高，應遵守規定限制。
traffic_law_truefalse-092,traffic_law_truefalse,6,汽車按鳴喇叭，應以單響為原則。
traffic_law_truefalse-097,traffic_law_truefalse,6,客車上下旅客，應緊靠路邊右側，並不得妨礙行車路線。
traffic_law_truefalse-099,traffic_law_truefalse,6,小客車座位包括駕駛人在內為9 座以下。
traffic_law_truefalse-101,traffic_law_truefalse,7,制定道路交通管理處罰條例是為了要加強道路交通管理，維護交通秩序，確保交通安全。
traffic_law_truefalse-103,traffic_law_truefalse,7,交通標誌及標線，是表示警告、禁制、指示等功效。
traffic_law_truefalse-105,traffic_law_truefalse,7,駕駛人除應遵守交通標誌標線及號誌之指示外，並應服從交通警察或依法令執行交通稽查任務人員之指揮。
traffic_law_truefalse-111,traffic_law_truefalse,7,貨車駕駛室或小客車前座，裝載人數並無限制。
traffic_law_truefalse-115,traffic_law_truefalse,7,低於最低規定時速行駛時，不算違規。
traffic_law_truefalse-117,traffic_law_truefalse,7,曾違反兒童及少年性交易防制條例或槍砲彈藥刀械管制條例等相關法律，經判刑確定或曾依檢肅流氓條例裁定應為交付感訓確定者，不得辦理計程車駕駛人執業登記。
traffic_law_truefalse-121,traffic_law_truefalse,8,汽車駕駛人不得連續駕車超過8 小時。
traffic_law_truefalse-122,traffic_law_truefalse,8,領有大客車駕照者，可以駕駛聯結車。
traffic_law_truefalse-124,traffic_law_truefalse,8,汽車行駛應繳費之公路橋樑逃避繳費，並有傷害收費人員之情事者，應吊銷駕照。
traffic_law_truefalse-125,traffic_law_truefalse,8,汽車駕駛人在快車道依規定駕車行駛，因行人或慢車不依規定，擅自進入快車道，而致人受傷或死亡，依法應負刑事責任者，減輕其刑。
traffic_law_truefalse-127,traffic_law_truefalse,8,小貨車必須附載隨車作業人員者，除駕駛人外，不得超過2 人。
traffic_law_truefalse-129,traffic_law_truefalse,8,貨車裝載貨物長度，可以前伸超過車頭2 公尺。
traffic_law_truefalse-131,traffic_law_truefalse,8,框式貨車，除裝載貨物有伸後情形外，車身欄板必須扣牢。
traffic_law_truefalse-132,traffic_law_truefalse,8,受永遠吊銷、吊扣駕照之處分者，受違規再教育1 個月，即可參加駕照考驗。
traffic_law_truefalse-136,traffic_law_truefalse,8,體格檢查、體能測驗與筆試及格成績有效保留期限均為1 年。
traffic_law_truefalse-138,traffic_law_truefalse,8,按鳴喇叭，以單響為原則，每次不得超過半秒鐘。
traffic_law_truefalse-139,traffic_law_truefalse,8,行經設有彎道、隧道、坡路、狹路、學校、醫院標誌之路段、泥濘或積水道路、 道路施工路段，均應減速慢行，作隨時停車之準備。
traffic_law_truefalse-141,traffic_law_truefalse,9,聞有消防車、救護車、警備車、工程救險車、毒性化學物質災害事故應變車等之警號時，不論來自何方，均應立即避讓，並不得在後跟隨急駛。
traffic_law_truefalse-145,traffic_law_truefalse,9,行車速度，依速限標誌或標線之規定，無標誌或標線者，行車時速不得超過40 公里。但在未劃設車道線、行車分向線或分向限制線之道路，或設有快慢車道分隔線之慢車道，時速不得超過30 公里。
traffic_law_truefalse-146,traffic_law_truefalse,9,行車速度，依速限標誌或標線之規定，無標誌或標線者，行車時速不得超過50 公里。但在設有快慢車道分隔線之慢車道，時速不得超過40 公里。
traffic_law_truefalse-147,traffic_law_truefalse,9,汽車行至交通頻繁地區，為了行車安全，可以隨時按鳴喇叭。
traffic_law_truefalse-148,traffic_law_truefalse,9,遇幼童專用車、校車、身心障礙者用特製車或教練車，不必禮讓。
traffic_law_truefalse-151,traffic_law_truefalse,9,駕車起駛時，應讓行進中之車輛、行人優先通行。
traffic_law_truefalse-154,traffic_law_truefalse,9,駕駛人精神疲勞、疾病或睡眠不足，注意力分散不易集中，不得駕駛車輛。
traffic_law_truefalse-155,traffic_law_truefalse,9,停於路邊之車輛遇有霧靄、雨雪、風沙及晝晦時，均應顯示停車燈光或反光標識。
traffic_law_truefalse-160,traffic_law_truefalse,10,計程車在設有停車上客處標誌之路段，應在指定之上客處搭載乘客，不得沿途攬載。
traffic_law_truefalse-161,traffic_law_truefalse,10,計程車不得任意拒載乘客，但可以故意繞道行駛。
traffic_law_truefalse-165,traffic_law_truefalse,10,執行任務中的消防車、救護車、警備車、工程救險車及毒性化學物質災害事故應變車，行車速度不受規定限制。
traffic_law_truefalse-171,traffic_law_truefalse,10,在單ㄧ車道的橋樑上及隧道內，不得會車。
traffic_law_truefalse-175,traffic_law_truefalse,10,由同向二車道，進入一車道時，應讓直行車道之車輛先行。
traffic_law_truefalse-180,traffic_law_truefalse,11,欲超越同一車道之前車時，須先鳴喇叭兩單響或變換燈光一次，俟前車減速靠邊，或以手勢表示允讓後，始得超越。
traffic_law_truefalse-182,traffic_law_truefalse,11,為了緊急事情趕路，可以跟在執行公務的消防車或警備車後面行駛。
traffic_law_truefalse-185,traffic_law_truefalse,11,在設有劃分島劃分快慢車道之道路，在慢車道上行駛之車輛，不得左轉。
traffic_law_truefalse-186,traffic_law_truefalse,11,在設有劃分島劃分快慢車道之道路，在慢車道上行駛之車輛，不得右轉。
traffic_law_truefalse-194,traffic_law_truefalse,11,汽車行駛於實施管制之道路，應遵守各該道路之管制規定行駛。
traffic_law_truefalse-195,traffic_law_truefalse,11,汽車經過實施管制之道路隨時均可通行。
traffic_law_truefalse-201,traffic_law_truefalse,12,汽車行駛於下坡路段時，不得將引擎熄火，放空檔滑行。
traffic_law_truefalse-202,traffic_law_truefalse,12,為節省汽油，汽車下坡時，可將引擎熄火，放空檔滑行。
traffic_law_truefalse-203,traffic_law_truefalse,12,汽車過渡口時，應依到達先後次序過渡，不得搶先。
traffic_law_truefalse-210,traffic_law_truefalse,12,汽車在同一車道行駛時，前車如須減速暫停，駕駛人應預先顯示燈光或手勢告知後車。
traffic_law_truefalse-215,traffic_law_truefalse,12,汽車發生故障，無法移置於無礙交通場所時，如在市區道路，應按鳴喇叭，以警告他車。
traffic_law_truefalse-220,traffic_law_truefalse,13,對汽車停車時間、位置、方式及車種，如公路或警察機關有特別規定時，應按其規定。
traffic_law_truefalse-223,traffic_law_truefalse,13,在夜間或有霧靄、雨雪、風沙及晝晦時，把車輛停在路旁，不必顯示停車燈光或反光標識。
traffic_law_truefalse-224,traffic_law_truefalse,13,曾犯故意殺人、搶劫、搶奪、強盜、恐嚇取財、擄人勒贖等罪，經判決罪刑確定者，不得辦理計程車駕駛人執業登記。
traffic_law_truefalse-229,traffic_law_truefalse,13,違反處罰條例之受處罰人不服處罰之裁決者，應以原處罰機關為被告，逕向管轄之高等行政法院地方行政訴訟庭提起訴訟。
traffic_law_truefalse-243,traffic_law_truefalse,14,未滿14 歲之人違反道路交通管理處罰條例規定，處罰其法定代理人或監護人。
traffic_law_truefalse-244,traffic_law_truefalse,14,大型車未依規定裝設行車紀錄器及行車視野輔助系統或行車紀錄器及行車視野輔助系統無法正常運作或不當使用行車紀錄器致無法正確記錄資料者，除罰鍰外，應責令其參加臨時檢驗。
traffic_law_truefalse-248,traffic_law_truefalse,14,駕駛人開車時應按遵行方向行駛，違者除罰鍰外並違規記點。
traffic_law_truefalse-249,traffic_law_truefalse,14,駕車行駛於人行道，應處以罰鍰並違規記點。
traffic_law_truefalse-254,traffic_law_truefalse,15,汽車駕駛人在1 年內違規記點共達6 點以上，才吊扣駕照1 個月，因此可以不遵守交通規則。
traffic_law_truefalse-256,traffic_law_truefalse,15,違規記點又不登記在駕照上，所以可以不必理會而任意違反交通規則。
traffic_law_truefalse-259,traffic_law_truefalse,15,汽車進入隧道，應遵守車道管制號誌之指示行駛。
traffic_law_truefalse-260,traffic_law_truefalse,15,汽車行駛於隧道內，行車速度應依速限標誌指示。
traffic_law_truefalse-262,traffic_law_truefalse,15,高速或快速公路加速車道在主線出口最右側，是供汽車駛離主線加速用。
traffic_law_truefalse-263,traffic_law_truefalse,15,高速或快速公路減速車道在主線入口最右側，是供汽車駛進主線減速用。
traffic_law_truefalse-269,traffic_law_truefalse,15,減速車道指設於主線出口最右側，供汽車駛離主線時減速之車道。
traffic_law_truefalse-274,traffic_law_truefalse,16,行駛高速或快速公路時，除應遵守高速及快速公路交通管制規則外，對道路交通安全規則亦應同樣重視切實遵守。
traffic_law_truefalse-279,traffic_law_truefalse,16,高速及快速公路之轄區，以路權範圍及與其他道路交接點為分界點。
traffic_law_truefalse-281,traffic_law_truefalse,16,在高速或快速公路停放車道外側路肩之故障車輛最多以1 小時為限。
traffic_law_truefalse-283,traffic_law_truefalse,16,高速或快速公路的行車標誌，除了使用高速或快速公路特種標誌外，仍部份使用一般規定的行車標誌。
traffic_law_truefalse-286,traffic_law_truefalse,16,高速公路及快速公路管理機關，屬國道部分為交通部高速公路局，屬省道部分為交通部公路局。
traffic_law_truefalse-287,traffic_law_truefalse,16,高速或快速公路行車速度規定，應依速限標誌指示行駛。
traffic_law_truefalse-288,traffic_law_truefalse,16,汽缸總排氣量超過550 立方公分以上之大型重型機車，其性能好，駕駛人駕駛技術優良，可以在任何路段及時段的高速或快速公路行車。  10
traffic_law_truefalse-289,traffic_law_truefalse,16,"汽缸總排氣量在 1,200 立方公分(Ｃ.Ｃ.)以下之汽車，不論新舊與廠牌，一律不准在高速或快速公路行駛。"
traffic_law_truefalse-292,traffic_law_truefalse,17,汽車行駛高速或快速公路，行經因事故或其他原因發生交通阻塞之路段時，可將車輛暫停或停駐路肩。
traffic_law_truefalse-295,traffic_law_truefalse,17,在高速公路服務區休息站停放之車輛，最多以12 小時為限。
traffic_law_truefalse-296,traffic_law_truefalse,17,正常天候情況下，汽車行駛高速或快速公路應依速限標誌指示行車。
traffic_law_truefalse-300,traffic_law_truefalse,17,在高速行車情況下駕駛人容易產生心理上的緊張，遇見交通干擾時操作亦較易發生慌亂失常。
traffic_law_truefalse-301,traffic_law_truefalse,17,在高速行車狀況下，駕駛人生理上對於緊急事件反應與應變能力並無影響。
traffic_law_truefalse-302,traffic_law_truefalse,17,在高速行車狀況下，駕駛人視覺與平時一樣，沒有一點影響。
traffic_law_truefalse-303,traffic_law_truefalse,17,在高速行車狀況下，駕駛人應更加注意兩側車道車輛動向。
traffic_law_truefalse-304,traffic_law_truefalse,17,在高速或快速公路上行車，因為路面寬闊，坡平彎緩，駕駛人應提高警覺隨時注意速度，以免超速行駛。
traffic_law_truefalse-305,traffic_law_truefalse,17,在高速行車狀況下，輪胎易生高熱及波狀變形，需要胎紋深度充足、胎壓正常之輪胎，防止輪胎爆破。
traffic_law_truefalse-307,traffic_law_truefalse,17,進入高、快速公路，若鄰近主線車道車輛甚多，不能適時安全轉入時，應在加速車道中降低速度等待機會。
traffic_law_truefalse-316,traffic_law_truefalse,18,高速或快速公路管理機關，得發布命令，指定時段於高速或快速公路特定匝道或路段之車道、路肩，禁止、限制或開放車輛通行，並包括乘載人數。
traffic_law_truefalse-319,traffic_law_truefalse,18,汽缸總排氣量未滿550 立方公分之機車不得行駛高速公路。
traffic_law_truefalse-320,traffic_law_truefalse,18,高速公路每隔一段距離設立路邊緊急電話1 具，係專供用路人緊急求援或通報路況之用。
traffic_law_truefalse-323,traffic_law_truefalse,18,貨車行駛高速或快速公路，其裝載之貨物，應嚴密覆蓋及捆紮牢固。裝載砂石等粒狀物品，除應嚴密覆蓋外，並不得超過車廂高度。
traffic_law_truefalse-327,traffic_law_truefalse,18,大型客車為增加運輸量，行駛高速或快速公路時，允許站立乘客。
traffic_law_truefalse-329,traffic_law_truefalse,19,四輪以上汽車行駛高速或快速公路時，其輪胎胎面不得磨損至中華民國國家標準 CNS 1431 汽車用外胎（輪胎）標準或 CNS 4959 卡客車用翻修輪胎標準所訂之任一胎面磨耗指示點。
traffic_law_truefalse-330,traffic_law_truefalse,19,汽車行駛高速或快速公路時，不得有車輛機件、設備、附著物不穩妥或脫落者之情形。
traffic_law_truefalse-331,traffic_law_truefalse,19,在高速公路碰到交通阻塞時，汽車可利用路肩行駛。
traffic_law_truefalse-332,traffic_law_truefalse,19,未經高速或快速公路管理機關登記許可之拖、吊車輛，不得擅自在高速或快速公路沿線路權範圍內營業。
traffic_law_truefalse-334,traffic_law_truefalse,19,小型汽車在高速或快速公路行車速限每小時80 公里路段行駛時，為維護行車安全，應與同車道前行車輛保持至少40 公尺距離。
traffic_law_truefalse-336,traffic_law_truefalse,19,行駛高速或快速公路前，應蒐集並瞭解各項交通管制疏導措施及道路交通狀況。
traffic_law_truefalse-338,traffic_law_truefalse,19,睡眠不足，神志不清只要小心駕駛仍然可以開車。
traffic_law_truefalse-339,traffic_law_truefalse,19,對汽車性能不了解與行車安全並無關係。
traffic_law_truefalse-340,traffic_law_truefalse,19,遵守道路交通安全規則，必可減少交通事故。
traffic_law_truefalse-341,traffic_law_truefalse,19,在車禍將發生前，能立即採取合理適當行動加以防止，叫做防衛駕駛。
traffic_law_truefalse-342,traffic_law_truefalse,19,行車前了解沿途道路狀況，對行車安全並無幫助。
traffic_law_truefalse-343,traffic_law_truefalse,19,在深夜凌晨人車稀少，可以超速行駛。
traffic_law_truefalse-344,traffic_law_truefalse,19,在夜間開車前，應將擋風玻璃及駕駛座兩側玻璃擦拭乾淨，可增加行車安全。
traffic_law_truefalse-346,traffic_law_truefalse,19,行駛在積水路段，應減速慢行，通過後並試踩煞車。
traffic_law_truefalse-353,traffic_law_truefalse,20,汽車行駛時，乘客不可將頭或身體部位伸出窗外。
traffic_law_truefalse-354,traffic_law_truefalse,20,若因隧道內車道壅塞，可變換至較少車輛之車道行駛，以紓解車流量。
traffic_law_truefalse-356,traffic_law_truefalse,20,行經隧道若發生交通事故，雖無人員傷亡，且車輛尚能行駛者，為求釐清事故責任，應保持事故現場完整，不得移動車輛。
traffic_law_truefalse-360,traffic_law_truefalse,20,汽車駕駛人，僅需具有優良駕駛技術，不需具備急救的常識和技能。
traffic_law_truefalse-361,traffic_law_truefalse,20,一般汽車駕駛人應參考車主手冊上之說明採用適當辛烷值之汽油。
traffic_law_truefalse-362,traffic_law_truefalse,20,若用過低辛烷值汽油，會引起不正常燃燒，造成震爆、耗油及行駛無力等現象。
traffic_law_truefalse-363,traffic_law_truefalse,20,減少車輛不必要的負載以減輕重量，可減少耗油。
traffic_law_truefalse-364,traffic_law_truefalse,20,冷車啟動後無須於空檔加油門進行暖車，以緩步行駛可加速達到引擎正常工作溫度。
traffic_law_truefalse-365,traffic_law_truefalse,20,汽車行駛中應以平穩漸進的速度行駛，避免低速檔使用的時間過長。
traffic_law_truefalse-366,traffic_law_truefalse,20,汽車行駛過程中，平穩起駛，並儘量維持穩定車速行駛是最省油的駕駛方法。
traffic_law_truefalse-367,traffic_law_truefalse,20,開車應儘量避免尖峰時間通過車多、人多壅塞路線以免增加油耗。
traffic_law_truefalse-368,traffic_law_truefalse,21,汽車駕駛人有未依規定行駛車道之駕駛行為時，如當場不能或不宜攔截製單舉發者，得逕行舉發處罰。
traffic_law_truefalse-370,traffic_law_truefalse,21,汽車駕駛人，不依規定使用燈光者，處以罰鍰。
traffic_law_truefalse-371,traffic_law_truefalse,21,利用道路為工作場所，除責令行為人即時停止並消除障礙外，處行為人或雇主罰鍰。
traffic_law_truefalse-372,traffic_law_truefalse,21,汽車車身、引擎、底盤、電系等重要設備變更或調換時，不需向公路主管機關申請臨時檢驗。
traffic_law_truefalse-373,traffic_law_truefalse,21,"汽車裝載貨物行經設有地磅處所5 公里內路段，未依標誌、標線、號誌指示過磅者，處汽車駕駛人新臺幣90,000 元罰鍰，並得強制其過磅。"
traffic_law_truefalse-379,traffic_law_truefalse,21,汽車車身外不得附加燈飾；車燈亦不得加以噴色或黏貼膠紙。
traffic_law_truefalse-381,traffic_law_truefalse,21,汽車不得在設有彎道、險坡、狹路標誌之路段、槽化線、交通島或道路修理地段停車。
traffic_law_truefalse-382,traffic_law_truefalse,21,汽缸總排氣量 550 立方公分以上之大型重型機車行駛於高速公路及快速公路，可於同車道併駛或超車。
traffic_law_truefalse-383,traffic_law_truefalse,21,汽缸總排氣量 550 立方公分以上之大型重型機車行駛於高速公路及快速公路，應配戴之安全帽，且其安全帽應為全面式或露臉式。
traffic_law_truefalse-384,traffic_law_truefalse,22,汽缸總排氣量550 立方公分以上之大型重型機車行駛高速公路及快速公路，應妥為檢查車輛其輪胎任一點胎紋深度不得不足1 公釐。
traffic_law_truefalse-386,traffic_law_truefalse,22,所謂「安全邊際」就是駕駛人對各種行車因素，因疏忽而發生危險時可供緩衝的限度。
traffic_law_truefalse-387,traffic_law_truefalse,22,有「安全邊際」觀念的駕駛人，會事先做應變的措施，去預防違規行為之人、車侵犯自己的行車安全。
traffic_law_truefalse-389,traffic_law_truefalse,22,駕駛人在行車前，應先調整座椅位置，並調整左、右照後鏡、室內鏡在適當角度的位置。且鏡面務必擦拭明晰，以助看清周圍狀況。
traffic_law_truefalse-390,traffic_law_truefalse,22,開車起駛，眼睛之視距不可太遠，應隨車速之增加而把視距加遠。
traffic_law_truefalse-391,traffic_law_truefalse,22,後車跟隨前車，其最小安全跟車距離，須大於停車距離。
traffic_law_truefalse-392,traffic_law_truefalse,22,避免碰撞的準則為保持安全跟車距離。
traffic_law_truefalse-394,traffic_law_truefalse,22,反應距離，是指汽車駕駛人於行進間發現任何狀況時所採取的因應措施，其反應時間內車輛所行駛之距離。
traffic_law_truefalse-395,traffic_law_truefalse,22,汽車軸距愈長、輪距愈寬，所需最小迴轉半徑愈大。
traffic_law_truefalse-396,traffic_law_truefalse,22,視野為駕駛人兩眼注視正前方時，對於兩側事物所能感受之能力或界限。
traffic_law_truefalse-397,traffic_law_truefalse,22,汽車車速愈快，駕駛人的視野愈大，故在遠方的景色較易看清楚。
traffic_law_truefalse-398,traffic_law_truefalse,22,汽車行駛速度愈快，駕駛人的視野變窄、視力變差。
traffic_law_truefalse-399,traffic_law_truefalse,22,下雨時路面變滑，急轉彎、急煞車都會使車身橫滑，應小心駕駛。
traffic_law_truefalse-400,traffic_law_truefalse,22,彎道行駛輪胎打滑時，絕不可踩煞車，最安全的措施是放鬆油門。
traffic_law_truefalse-401,traffic_law_truefalse,22,汽車直行中發現車尾向右側滑，方向盤應該略向右邊修正。
traffic_law_truefalse-402,traffic_law_truefalse,22,把小孩留在車內，離座時應取下鑰匙並上鎖，始可遠離車輛，但不可超過20 分鐘。
traffic_law_truefalse-404,traffic_law_truefalse,23,大部份的行車事故，都是因為汽車駕駛人的疏忽、錯誤，及不良的駕駛習慣所造成。
traffic_law_truefalse-405,traffic_law_truefalse,23,發現車禍與我無關趕快駛離現場，不須報警。
traffic_law_truefalse-406,traffic_law_truefalse,23,行車事故責任未明時，當事人得向警察機關或公路監理機關申請鑑定。
traffic_law_truefalse-407,traffic_law_truefalse,23,交通事故當事人對於行車事故鑑定委員會之鑑定結果不服時，得於接到鑑定責任意見書之翌日起30 日內，向覆議委員會申請覆議。
traffic_law_truefalse-408,traffic_law_truefalse,23,駕駛前服用感冒藥、多量鎮定劑，應不影響身心狀況，仍可繼續駕駛。
traffic_law_truefalse-410,traffic_law_truefalse,23,汽車駕駛人若喝酒後，會使反應遲延，視力增加。
traffic_law_truefalse-411,traffic_law_truefalse,23,兒童須乘坐於小客車之前座。
traffic_law_truefalse-413,traffic_law_truefalse,23,汽車加油後，油箱蓋應鎖緊才可減少油料蒸發損失，並保持油料清潔。
traffic_law_truefalse-414,traffic_law_truefalse,23,汽車駛入加油站加油時，引擎應關閉，並不得抽菸或撥、接手機，以免發生危險。
traffic_law_truefalse-415,traffic_law_truefalse,23,汽車加油要打開加油口旋轉蓋時，油箱內可能具有壓力，應依逆時針方向先開啟一半，等「嘶嘶」聲停止後，再完全打開，以免剩油噴出造成傷害。
traffic_law_truefalse-416,traffic_law_truefalse,23,汽車加完油後，要將加油口蓋轉緊時，應依順時針方向旋轉至棘輪發出聲響為止。
traffic_law_truefalse-417,traffic_law_truefalse,23,道路駕駛練習，行車前不必實施車輛安全檢查，因為那是駕駛教練的工作。
traffic_law_truefalse-418,traffic_law_truefalse,23,夜間行車，若燈光照射距離變遠，即表示為下坡路段。
traffic_law_truefalse-419,traffic_law_truefalse,23,汽車下坡時，如關掉引擎，動力方向盤和煞車增壓器不能正常運作，易發生事故。
traffic_law_truefalse-420,traffic_law_truefalse,23,汽車下長坡道時，應儘量使用腳煞車，勿過度使用引擎煞車。
traffic_law_truefalse-421,traffic_law_truefalse,24,汽車下長坡道時，如果能適當運用引擎煞車，不但會減少車輛損壞率，且最安全。
traffic_law_truefalse-422,traffic_law_truefalse,24,汽車行駛於長下坡，為避免煞車過度使用而失靈，應將檔位排入低速檔，配合引擎煞車而勿過度使用腳煞車。
traffic_law_truefalse-423,traffic_law_truefalse,24,自排車之引擎煞車效果，較手排車為佳。
traffic_law_truefalse-425,traffic_law_truefalse,24,汽車行經坡度大約相等的上、下坡道，上坡時若以2 檔行駛，下坡時應以3 檔或4 檔行駛，既可省油又可節省時間。
traffic_law_truefalse-426,traffic_law_truefalse,24,行車時可使用超速傳動檔（○/D 檔）來做引擎煞車。
traffic_law_truefalse-427,traffic_law_truefalse,24,汽車加減速次數愈多，排放廢氣污染愈嚴重。
traffic_law_truefalse-428,traffic_law_truefalse,24,急速踩放油門踏板，會造成耗油與增加排放污染氣體之不良現象。
traffic_law_truefalse-429,traffic_law_truefalse,24,汽車行駛速度愈高，則愈省油。
traffic_law_truefalse-430,traffic_law_truefalse,24,在同一車速下，使用低速檔的輸出扭力，較使用高速檔的輸出扭力為大。
traffic_law_truefalse-431,traffic_law_truefalse,24,行車速度，可不依速限標誌或標線之規定。
traffic_law_truefalse-432,traffic_law_truefalse,24,急速起駛能縮短低速檔行駛時間，可節省油料。
traffic_law_truefalse-433,traffic_law_truefalse,24,駕駛汽車為了安全及節能減碳，行車車速要平穩，不急加速或急減速，且應保持安全間距。
traffic_law_truefalse-437,traffic_law_truefalse,24,看見路上發生事故，警察已到現場處理，應繞道離開，不可好奇在現場停留觀看。
traffic_law_truefalse-439,traffic_law_truefalse,24,提早使用煞車，儘量避免緊急煞車，以防後車追撞，危及車內人員之安全。
traffic_law_truefalse-441,traffic_law_truefalse,25,小型車儘量避免緊跟大型車之後行駛，前方視線易受其遮擋，如果前方有突發狀況，則無法提早應變。
traffic_law_truefalse-446,traffic_law_truefalse,25,路口左轉燈亮時，為防範突發狀況，應慢速左轉或迴轉。
traffic_law_truefalse-448,traffic_law_truefalse,25,在左轉專用道上之車輛，因臨時起意，可以不左轉，改為向前直行。
traffic_law_truefalse-449,traffic_law_truefalse,25,在道路行駛之汽車，對右前方行駛之機車，雖未顯示左轉方向燈，但仍應防範他突然左轉，造成交通事故。
traffic_law_truefalse-452,traffic_law_truefalse,25,行車欲超越前方車輛，應先打右方向燈。
traffic_law_truefalse-456,traffic_law_truefalse,25,汽車在轉彎時，應減速慢行，如感覺非踩煞車不可，表示在轉彎前未充分減速。
traffic_law_truefalse-458,traffic_law_truefalse,26,變換車道時應採用適當的速度，平穩漸進，是優良駕駛人應有的駕駛行為。
traffic_law_truefalse-459,traffic_law_truefalse,26,在多車道之路口前，為方便左右轉向，可在雙白實線區變換車道。
traffic_law_truefalse-462,traffic_law_truefalse,26,停車後，駕駛人及乘客應先察看後方是否有來車或行人，不可即行推開車門下車。
traffic_law_truefalse-465,traffic_law_truefalse,26,路邊停妥車輛後，打開車門前應先確定左後方並無來車，尤其是機車。
traffic_law_truefalse-466,traffic_law_truefalse,26,為節能減碳，停車怠速時間不得超過3 分鐘，以免排放廢氣污染環境，違者可依空氣污染防制法處以罰鍰。
traffic_law_truefalse-468,traffic_law_truefalse,26,轉動汽車方向盤半圈以上時，應採用連續交叉旋轉的操作方法。
traffic_law_truefalse-469,traffic_law_truefalse,26,汽車行駛中突然爆胎，應握緊方向盤，保持直行狀態，並放鬆油門踏板。
traffic_law_truefalse-470,traffic_law_truefalse,26,汽車涉水後，煞車效能不變。
traffic_law_truefalse-471,traffic_law_truefalse,26,手排車踩離合器踏板的動作要慢踩快放，踩煞車踏板的動作要快踩慢放。
traffic_law_truefalse-472,traffic_law_truefalse,26,駕駛自動排檔車上高速公路時，從開車上路起就可將排檔桿排在最低檔位，不論開快或開慢，排檔桿會自動調整到適當的檔位，放心行駛，不會有問題。
traffic_law_truefalse-473,traffic_law_truefalse,26,高速公路行車，由於路面平直，速度均勻，精神較不受影響。
traffic_law_truefalse-474,traffic_law_truefalse,26,汽車安全保養檢查或進場實施定期保養檢查的目的，是促進行車安全與減少行車成本，及降低駕駛者之開車壓力等。
traffic_law_truefalse-475,traffic_law_truefalse,26,汽車安全檢查後，務必確認引擎蓋已經確實蓋緊鎖定，始可開車上路，以避免行車時引擎蓋意外開啟。
traffic_law_truefalse-476,traffic_law_truefalse,27,行車前在引擎室裡，檢查水箱水量、電瓶液、機油、煞車油都達到安全標準，並檢視皮帶完整無損，才可以上路。
traffic_law_truefalse-477,traffic_law_truefalse,27,開車前，不必檢查機件安全，但在行駛中要隨時注意儀錶功能顯示，確保行車安全。
traffic_law_truefalse-478,traffic_law_truefalse,27,汽車除按規定接受監理單位指定之檢驗外，並應依原廠規定時間或里程實施保養及檢修。
traffic_law_truefalse-479,traffic_law_truefalse,27,汽車引擎機油，最好行車前檢查一次，確保油面在機油尺之刻度規格範圍內，油量太多會增加引擎負荷，導致耗油。
traffic_law_truefalse-480,traffic_law_truefalse,27,檢查機油高度時，車輛必須停在水平地面上。
traffic_law_truefalse-482,traffic_law_truefalse,27,檢查引擎機油量及油質時，應在發動引擎時檢查。
traffic_law_truefalse-483,traffic_law_truefalse,27,引擎熄火後，可以馬上檢查機油高度。
traffic_law_truefalse-484,traffic_law_truefalse,27,定期更換引擎機油，可延長引擎使用壽命。
traffic_law_truefalse-485,traffic_law_truefalse,27,引擎機油太多時，會造成火星塞積碳、耗油、馬力降低等不良現象。
traffic_law_truefalse-486,traffic_law_truefalse,27,引擎機油如變為乳白狀現象，表示冷卻水已混入機油，需送廠檢修。
